RMS,TimeStamp,EPOCH
0.615,10/08/2020 16:56:53.340,1597089413340
0.613,10/08/2020 16:56:53.841,1597089413841
0.618,10/08/2020 16:56:54.341,1597089414341
0.612,10/08/2020 16:56:54.842,1597089414842
0.610,10/08/2020 16:56:55.342,1597089415342
0.610,10/08/2020 16:56:55.843,1597089415843
0.612,10/08/2020 16:56:56.343,1597089416343
0.613,10/08/2020 16:56:56.844,1597089416844
0.693,10/08/2020 16:56:57.344,1597089417344
0.610,10/08/2020 16:56:57.845,1597089417845
0.618,10/08/2020 16:56:58.346,1597089418346
0.620,10/08/2020 16:56:58.846,1597089418846
0.607,10/08/2020 16:56:59.347,1597089419347
0.609,10/08/2020 16:56:59.847,1597089419847
0.612,10/08/2020 16:57:00.348,1597089420348
0.614,10/08/2020 16:57:00.848,1597089420848
0.610,10/08/2020 16:57:01.349,1597089421349
0.625,10/08/2020 16:57:01.850,1597089421850
0.693,10/08/2020 16:57:02.350,1597089422350
0.725,10/08/2020 16:57:02.851,1597089422851
0.707,10/08/2020 16:57:03.351,1597089423351
0.641,10/08/2020 16:57:03.852,1597089423852
0.673,10/08/2020 16:57:04.352,1597089424352
0.613,10/08/2020 16:57:04.853,1597089424853
0.613,10/08/2020 16:57:05.354,1597089425354
0.618,10/08/2020 16:57:05.854,1597089425854
0.717,10/08/2020 16:57:06.355,1597089426355
0.628,10/08/2020 16:57:06.855,1597089426855
