RMS,TimeStamp,EPOCH
0.967,10/08/2020 21:45:28.907,1597106728907
0.962,10/08/2020 21:45:29.408,1597106729408
0.945,10/08/2020 21:45:29.908,1597106729908
0.960,10/08/2020 21:45:30.409,1597106730409
0.962,10/08/2020 21:45:30.909,1597106730909
0.960,10/08/2020 21:45:31.410,1597106731410
0.962,10/08/2020 21:45:31.911,1597106731911
0.972,10/08/2020 21:45:32.411,1597106732411
0.964,10/08/2020 21:45:32.912,1597106732912
0.968,10/08/2020 21:45:33.412,1597106733412
0.986,10/08/2020 21:45:33.913,1597106733913
0.973,10/08/2020 21:45:34.413,1597106734413
0.963,10/08/2020 21:45:34.914,1597106734914
0.981,10/08/2020 21:45:35.414,1597106735414
0.964,10/08/2020 21:45:35.915,1597106735915
0.969,10/08/2020 21:45:36.416,1597106736416
0.965,10/08/2020 21:45:36.916,1597106736916
0.970,10/08/2020 21:45:37.417,1597106737417
0.966,10/08/2020 21:45:37.917,1597106737917
0.956,10/08/2020 21:45:38.418,1597106738418
0.967,10/08/2020 21:45:38.918,1597106738918
0.975,10/08/2020 21:45:39.419,1597106739419
0.951,10/08/2020 21:45:39.920,1597106739920
0.959,10/08/2020 21:45:40.420,1597106740420
0.973,10/08/2020 21:45:40.921,1597106740921
0.967,10/08/2020 21:45:41.421,1597106741421
0.973,10/08/2020 21:45:41.922,1597106741922
0.976,10/08/2020 21:45:42.422,1597106742422
0.964,10/08/2020 21:45:42.923,1597106742923
0.976,10/08/2020 21:45:43.424,1597106743424
0.965,10/08/2020 21:45:43.924,1597106743924
0.967,10/08/2020 21:45:44.425,1597106744425
0.968,10/08/2020 21:45:44.925,1597106744925
0.966,10/08/2020 21:45:45.426,1597106745426
0.953,10/08/2020 21:45:45.926,1597106745926
0.966,10/08/2020 21:45:46.427,1597106746427
